city,nodeID,nodeLabel,latitude,longitude,mode,year
Manila,18390,Baclaran,14.534250437878221,120.99833514352265,light_rail,1984.0
Manila,18391,EDSA,14.538913333777927,121.00061382764056,light_rail,1984.0
Manila,18392,Libertad,14.547807566134296,120.99860591639441,light_rail,1984.0
Manila,18393,Gil Puyat,14.554212219759236,120.99713161984988,light_rail,1984.0
Manila,18394,Vito Cruz,14.563538179130902,120.99473338935377,light_rail,1984.0
Manila,18395,Quirino,14.570266580954273,120.99155109177957,light_rail,1984.0
Manila,18396,Pedro Gil,14.576554203806083,120.9880444615572,light_rail,1984.0
Manila,18397,United Nations,14.582610577579056,120.98457281485626,light_rail,1984.0
Manila,18398,Central Terminal,14.592793748921352,120.98160408664779,light_rail,1985.0
Manila,18399,Carriedo,14.599132869352005,120.98134491846184,light_rail,1985.0
Manila,18400,Doroteo Jose,14.605296351914092,120.98204439275594,light_rail,1985.0
Manila,18401,Bambang,14.611107207115865,120.98247468588403,light_rail,1985.0
Manila,18402,Tayuman,14.616747084751722,120.98274196583924,light_rail,1985.0
Manila,18403,Blumentritt,14.622687811377133,120.98290780444432,light_rail,1985.0
Manila,18404,Abad Santos,14.630636017414432,120.98149473108424,light_rail,1985.0
Manila,18405,R. Papa,14.635990481685937,120.98229059987472,light_rail,1985.0
Manila,18406,5th Avenue,14.644458097102458,120.98356364497033,light_rail,1985.0
Manila,18407,Yamaha Monumento,14.654238021085504,120.98388973457281,light_rail,1985.0
Manila,18408,Balintawak,14.657418182809934,121.00389507988848,light_rail,2010.0
Manila,18409,Roosevelt,14.657536720869578,121.02114,light_rail,2010.0
Manila,18410,North Avenue,14.652415660973354,121.03216893152897,light_rail,1999.0
Manila,18411,Quezon Avenue,14.642592070667277,121.03853835068759,light_rail,1999.0
Manila,18412,Kamuning,14.635322404705093,121.0433058596235,light_rail,1999.0
Manila,18413,Araneta Center–Cubao,14.619501658332496,121.05108125289718,light_rail,1999.0
Manila,18414,Santolan,14.607838998952488,121.05644814726139,light_rail,1999.0
Manila,18415,Ortigas,14.587899724943028,121.05671591430212,light_rail,1999.0
Manila,18416,Shaw Boulevard,14.581272242544884,121.05363007644962,light_rail,1999.0
Manila,18417,Boni,14.57385527030749,121.04824085133896,light_rail,1999.0
Manila,18418,Guadalupe,14.56718933268408,121.0456166508904,light_rail,1999.0
Manila,18419,Buendia,14.554327177656617,121.03417013427196,light_rail,1999.0
Manila,18420,Ayala,14.549153382301725,121.02798410187847,light_rail,2000.0
Manila,18421,Magallanes,14.5420237096817,121.01946239578109,light_rail,2000.0
Manila,18422,Taft Avenue,14.537627429133082,121.0018178329305,light_rail,2000.0
Manila,18423,Unified Grand Central,14.654434381505052,121.03088144732868,light_rail,2024.0
Manila,18424,Santolan,14.622127401864407,121.08594702976522,heavy_rail,2003.0
Manila,18425,Katipunan,14.631114481803593,121.07294179129798,heavy_rail,2003.0
Manila,18426,Anonas,14.628010224491561,121.06467449713551,heavy_rail,2003.0
Manila,18427,Araneta Center–Cubao,14.622723712788945,121.05256580343297,heavy_rail,2003.0
Manila,18428,Betty Go-Belmonte,14.618586303772826,121.04273233066132,heavy_rail,2004.0
Manila,18429,Gilmore,14.61348345090633,121.03405981252905,heavy_rail,2004.0
Manila,18430,J. Ruiz,14.610548620435114,121.02605563604705,heavy_rail,2004.0
Manila,18431,V. Mapa,14.604022682349926,121.0170456271515,heavy_rail,2004.0
Manila,18432,Pureza,14.60169963667747,121.00506158561787,heavy_rail,2004.0
Manila,18433,Legarda,14.600851744362846,120.99249312193274,heavy_rail,2004.0
Manila,18434,Recto,14.603562229576724,120.98350080280268,heavy_rail,2004.0
Manila,18435,Quezon Memorial Circle,14.652244438080784,121.04753205617463,heavy_rail,2025.0
Manila,18436,University Avenue,14.654991685612629,121.05478272464508,heavy_rail,2025.0
Manila,18437,Tandang Sora,14.663351022697674,121.06746030983547,heavy_rail,2025.0
Manila,18438,Don Antonio,14.676967881304737,121.08264464353074,heavy_rail,2025.0
Manila,18439,Batasan,14.685071990094395,121.08625668237323,heavy_rail,2025.0
Manila,18440,Manggahan,14.697546496021989,121.08732650148083,heavy_rail,2025.0
Manila,18441,Doña Carmen,14.705099082556497,121.07832035185245,heavy_rail,2025.0
Manila,18442,Regalado Avenue,14.706500000002316,121.06828805502316,heavy_rail,2025.0
Manila,18443,Mindanao Avenue,14.732543340563117,121.06121183814597,heavy_rail,2025.0
Manila,18444,Quirino Avenue,14.735462033172016,121.06743504093484,heavy_rail,2025.0
Manila,18445,Sacred Heart,14.739504999561468,121.07447607221093,heavy_rail,2025.0
Manila,18446,Tala,14.765432101385581,121.08531881619315,heavy_rail,2025.0
Manila,18447,San Jose del Monte,14.796879918936025,121.07146711034743,heavy_rail,2025.0
Manila,18448,Tutuban,14.611586683935256,120.9731930362907,commuter_rail,0.0
Manila,18449,Blumentritt,14.622614699057848,120.98367692999653,commuter_rail,0.0
Manila,18450,Laong Laan,14.61666651040413,120.99264687153862,commuter_rail,0.0
Manila,18451,España,14.612224570732096,120.99685722708875,commuter_rail,0.0
Manila,18452,Santa Mesa,14.6007936519254,121.01033145442148,commuter_rail,0.0
Manila,18453,Pandacan,14.590394824433886,121.00890291576764,commuter_rail,0.0
Manila,18454,Paco,14.579094122760608,120.99921612712637,commuter_rail,0.0
Manila,18455,San Andres,14.573299308330803,120.9994679842286,commuter_rail,0.0
Manila,18456,Vito Cruz,14.566972478866504,121.002868528553,commuter_rail,0.0
Manila,18457,Vito Cruz,14.557355917765733,121.00807254553422,commuter_rail,0.0
