nodeID,nodeLabel,latitude,longitude,mode,year,line_id
1,Terminal Plaza España,-34.90952698830076,-56.20090971574268,bus,,2766
2,Camacúa,-34.90903778722759,-56.2028176266287,bus,,2766
3,Buenos Aires,-34.90737195151733,-56.20117713176805,bus,,2766
4,San José,-34.90737616879456,-56.19815327302285,bus,,2766
