nodeID,nodeLabel,latitude,longitude,mode,year,line_id
1,Weijianian,30.720655133033333,104.08460473546567,heavy_rail,2018.0,3080
2,Shengxian Lake,30.70714459328721,104.08083162776518,heavy_rail,2010.0,3080
3,North Railway Station,30.69773409731184,104.07094734660978,heavy_rail,2010.0,3080
4,Renmin Road North,30.687638115039874,104.0706136061694,heavy_rail,2010.0,3080
5,Wenshu Monastery,30.674887273307363,104.06561253754518,heavy_rail,2010.0,3080
6,Luomashi,30.669149472270107,104.06307661138322,heavy_rail,2010.0,3080
7,Tianfu Square,30.659801862420792,104.0634635906153,heavy_rail,2010.0,3080
8,Jinjiang Hotel,30.6526186039237,104.063587799101,heavy_rail,2010.0,3080
9,Huaxiba,30.645303822087826,104.0638138768877,heavy_rail,2010.0,3080
10,Sichuan Gymnasium,30.63585060489021,104.06406505025842,heavy_rail,2010.0,3080
11,Nijiaqiao,30.627311207669592,104.06436512226014,heavy_rail,2010.0,3080
12,Tongzilin,30.617853534940707,104.06457734855104,heavy_rail,2010.0,3080
13,South Railway Station,30.607357512974858,104.06490270236952,heavy_rail,2010.0,3080
14,	Hi-Tech Zone,30.59671970779948,104.06125936819916,heavy_rail,2010.0,3080
15,Financial City,30.58478557934457,104.06169461010528,heavy_rail,2010.0,3080
16,Incubation Park,30.57901750091835,104.06183812511416,heavy_rail,2010.0,3080
17,Jincheng Plaza,30.57096444049067,104.0637839262368,heavy_rail,2013.0,3080
18,Century City,30.55820674193771,104.06628923453252,heavy_rail,2010.0,3080
19,3rd Tianfu Street,30.54916778456152,104.06646810040849,heavy_rail,2015.0,3080
20,5th Tianfu Street,30.539422727173488,104.06643760867792,heavy_rail,2015.0,3080
21,Huafu Avenue,30.5285838109817,104.06727762380608,heavy_rail,2015.0,3080
22,Sihe,30.51939941869084,104.0675231482074,heavy_rail,2015.0,3080
23,Huayang,30.50549156284656,104.06796570967292,heavy_rail,2018.0,3080
24,Haichang Road,30.49491601516489,104.06831157428697,heavy_rail,2018.0,3080
25,Guangfu,30.481984833663702,104.06659647608184,heavy_rail,2018.0,3080
26,Hongshi Park,30.46687849240238,104.07042698329808,heavy_rail,2018.0,3080
27,Luhu Lake,30.456946142878778,104.07086748908377,heavy_rail,2018.0,3080
28,Wuhan Road,30.444646934077056,104.07098475387072,heavy_rail,2018.0,3080
29,Tianfu Park,30.43549377625844,104.0749991677323,heavy_rail,2018.0,3080
30,Western China Int'l Expo City,30.4275885512603,104.07471059918652,heavy_rail,2018.0,3080
31,Guangzhou Road,30.42166231480832,104.07488650814446,heavy_rail,2018.0,3080
32,Xinglong Lake,30.408678634492148,104.07386116818508,heavy_rail,2018.0,3080
33,Science City,30.39388159813852,104.06985092349127,heavy_rail,2018.0,3080
34,Guangdu,30.51324640226609,104.07419529912283,heavy_rail,2015.0,3080
35,Wugensong,30.504432379927565,104.0789971827599,heavy_rail,2018.0,3080
36,Xipu,30.760170266841754,103.96976957200876,heavy_rail,2013.0,3081
37,Tianhe Road,30.748305941882705,103.97385209651328,heavy_rail,2013.0,3081
38,Baicao Road,30.736302643496497,103.97638161290948,heavy_rail,2013.0,3081
39,Baicao Road,30.728362863027066,103.98361010380448,heavy_rail,2013.0,3081
40,Jinzhou Road,30.7244915822656,103.99550107704852,heavy_rail,2013.0,3081
41,Jinke Road North,30.7234553457009,104.00416900482573,heavy_rail,2013.0,3081
42,Yingbin Avenue,30.714671697671506,104.01172333047418,heavy_rail,2013.0,3081
43,Chadianzi Bus Terminal,30.70869270285476,104.01038009776704,heavy_rail,2012.0,3081
44,Yangxi Flyover,30.69643254917588,104.01028206031616,heavy_rail,2013.0,3081
45,Yipintianxia,30.690535227204805,104.01853854973784,heavy_rail,2012.0,3081
46,East Shuhan Road,30.685589916485952,104.0263088154358,heavy_rail,2012.0,3081
47,Baiguolin,30.675896309532504,104.03078039204723,heavy_rail,2012.0,3081
48,Chengdu University of TCM & Sichuan Provincial People's Hospital,30.66792254388892,104.03925804848824,heavy_rail,2012.0,3081
49,Tonghuimen,30.66488423622674,104.04545400884564,heavy_rail,2012.0,3081
50,People's Park,30.66187236110333,104.05398920801082,heavy_rail,2012.0,3081
51,Tianfu Square,30.659802264385803,104.06373617396092,heavy_rail,2012.0,3081
52,Dongmen Bridge,30.6505938132547,104.08518779317524,heavy_rail,2012.0,3081
53,Chunxi Road,30.65552434101352,104.07772760880424,heavy_rail,2012.0,3081
54,Niuwangmiao,30.647251322057727,104.09235829340508,heavy_rail,2012.0,3081
55,Niushikou,30.640050875943015,104.10546653820478,heavy_rail,2012.0,3081
56,Dongda Road,30.635340151059964,104.11073930336522,heavy_rail,2012.0,3081
57,Tazishan Park,30.63185073888036,104.12048464260933,heavy_rail,2012.0,3081
58,East Chengdu Railway Station,30.631967652025693,104.1380750766188,heavy_rail,2012.0,3081
59,Chengyu Flyover,30.627045853654764,104.14515370025072,heavy_rail,2012.0,3081
60,Huiwangling,30.61453672657494,104.14977468397444,heavy_rail,2012.0,3081
61,Honghe,30.607294768778885,104.15506785023632,heavy_rail,2012.0,3081
62,Chengdu Academy of Governance,30.599496600180657,104.16842045313388,heavy_rail,2012.0,3081
63,Damianpu,30.594813194311456,104.19907038531926,heavy_rail,2014.0,3081
64,Lianshanpo,30.59012099100765,104.21043928350105,heavy_rail,2014.0,3081
65,Jiepai,30.585402208438357,104.22286636326965,heavy_rail,2014.0,3081
66,Shufang,30.577843457812705,104.24087018459473,heavy_rail,2014.0,3081
67,Longping Road,30.575405518009617,104.25661818619204,heavy_rail,2014.0,3081
