nodeID,nodeLabel,latitude,longitude,mode,year,line_id
1,Centraal Station,52.080755033108346,4.323099216920411,tram,0.0,2153
1,Centraal Station,52.080755033108346,4.323099216920411,tram,0.0,2154
1,Centraal Station,52.080755033108346,4.323099216920411,tram,0.0,2146
1,Centraal Station,52.080755033108346,4.323099216920411,tram,0.0,2147
1,Centraal Station,52.080755033108346,4.323099216920411,tram,0.0,2148
1,Centraal Station,52.080755033108346,4.323099216920411,tram,0.0,2149
1,Centraal Station,52.080755033108346,4.323099216920411,tram,0.0,2150
1,Centraal Station,52.080755033108346,4.323099216920411,light_rail,0.0,2153
1,Centraal Station,52.080755033108346,4.323099216920411,light_rail,0.0,2154
1,Centraal Station,52.080755033108346,4.323099216920411,light_rail,0.0,2146
1,Centraal Station,52.080755033108346,4.323099216920411,light_rail,0.0,2147
1,Centraal Station,52.080755033108346,4.323099216920411,light_rail,0.0,2148
1,Centraal Station,52.080755033108346,4.323099216920411,light_rail,0.0,2149
1,Centraal Station,52.080755033108346,4.323099216920411,light_rail,0.0,2150
2,Spui,52.07745170161221,4.314556360063666,light_rail,0.0,2146
2,Spui,52.07745170161221,4.314556360063666,light_rail,0.0,2147
2,Spui,52.07745170161221,4.314556360063666,light_rail,0.0,2148
2,Spui,52.07745170161221,4.314556360063666,light_rail,0.0,2149
2,Spui,52.07745170161221,4.314556360063666,tram,0.0,2146
2,Spui,52.07745170161221,4.314556360063666,tram,0.0,2147
2,Spui,52.07745170161221,4.314556360063666,tram,0.0,2148
2,Spui,52.07745170161221,4.314556360063666,tram,0.0,2149
3,Kalvermarkt,52.078047950485,4.316454786573786,tram,0.0,2154
3,Kalvermarkt,52.078047950485,4.316454786573786,tram,0.0,2150
4,,52.07773232067333,4.314762353852334,tram,0.0,2145
4,,52.07773232067333,4.314762353852334,tram,0.0,2153
