nodeID_from,nodeID_to,line_id,year,mode
1,2,4733,2021.0,light_rail
2,3,4733,2021.0,light_rail
3,4,4733,2021.0,light_rail
4,5,4733,2021.0,light_rail
5,6,4733,2021.0,light_rail
6,7,4733,2021.0,light_rail
7,8,4733,2021.0,light_rail
8,9,4733,2021.0,light_rail
9,10,4733,2021.0,light_rail
10,11,4733,2021.0,light_rail
11,12,4733,2021.0,light_rail
12,15,4733,2021.0,light_rail
13,15,4733,2021.0,light_rail
13,16,4733,2021.0,light_rail
14,15,4733,2021.0,light_rail
14,18,4733,2021.0,light_rail
16,19,4733,2021.0,light_rail
17,18,4733,2021.0,light_rail
19,20,4733,2021.0,light_rail
20,22,4733,2021.0,light_rail
20,21,4733,2021.0,light_rail
21,23,4733,2021.0,light_rail
23,24,4733,2021.0,light_rail
24,25,4733,2021.0,light_rail
25,26,4733,2023.0,light_rail
26,27,4733,2023.0,light_rail
